,rank,image,name,company,marketCap,fullyDilutedMarketCap,yesterday_low,yesterday_high,yesterday_open,yesterday_close,yesterday_change,yesterday_volume,price,volume_24h,volume24hInMarketCap,dominance,circulatingSupply,maxSupplyValue,totalSupplyValue,price_change_24h,high_24h,low_24h,high_7d,low_7d,high_30d,low_30d,high_90d,low_90d,high_52w,low_52w,high_all_time,low_all_time,high_all_time_date,low_all_time_date,date,price_change_percentage
175,736,https://s2.coinmarketcap.com/static/img/coins/64x64/3853.png,MultiVAC,MTV,23936197.94,66723537.77,0.006482,0.007247,0.00692,0.006909,0.17,2898926.82,0.006672,4104057.93,0.1715,0.0,3587369426.0,0.0,10000000000.0,-0.0004349,0.007787,0.006502,0.01007,0.005747,0.01007,0.005747,0.02804,0.005747,0.02917,0.0002579,0.02917,0.0001476,"Oct 27, 2021","Mar 13, 2020",2022-01-26 21:34:42.882324,-6.518285371702638
176,739,https://s2.coinmarketcap.com/static/img/coins/64x64/5435.png,Epic Cash,EPIC,23696109.22,36547239.37,1.66,1.92,1.92,1.9,1.45,31140.81,1.74,11955.46,0.0005045,0.0,13615756.0,21000000.0,13615756.0,0.03925,1.91,1.74,2.18,1.3,2.18,1.3,6.76,1.3,6.76,0.07146,6.76,0.01249,"Dec 11, 2021","Apr 13, 2020",2022-01-26 21:34:45.626312,2.2557471264367814
177,740,https://s2.coinmarketcap.com/static/img/coins/64x64/2916.png,Nimiq,NIM,23841551.51,56485110.26,0.002562,0.002778,0.0026,0.002675,2.87,871472.75,0.00269,1109002.94,0.04652,0.0,8863797547.0,21000000000.0,9478047547.0,-2.988e-07,0.002817,0.002643,0.003951,0.00246,0.003951,0.00246,0.01713,0.00246,0.01713,0.00246,0.0347,0.0002834,"Jul 29, 2018","Jan 02, 2020",2022-01-26 21:34:47.986002,-0.011107806691449814
178,782,https://s2.coinmarketcap.com/static/img/coins/64x64/132.png,Counterparty,XCP,20470434.55,20470434.55,6.25,8.96,8.81,8.93,1.4,69998.45,7.83,96774.52,0.004728,0.0,2613892.0,0.0,2613892.0,-0.562,9.13,7.83,11.15,6.25,11.15,6.25,22.58,3.63,35.71,0.706,103.2,0.4131,"Jan 11, 2018","Jan 12, 2016",2022-01-26 21:34:50.384013,-7.177522349936144
179,758,https://s2.coinmarketcap.com/static/img/coins/64x64/1169.png,PIVX,PIVX,22291037.69,22291037.69,0.3228,0.3438,0.3325,0.3352,0.82,180746.94,0.3269,208988.07,0.009375,0.0,68185394.0,0.0,68185394.0,-0.007031,0.3418,0.3264,0.4379,0.2821,0.4379,0.2821,0.9938,0.2821,4.66,0.2821,14.56,0.000422,"Jan 23, 2018","Feb 16, 2016",2022-01-26 21:34:52.689457,-2.150810645457326
180,761,https://s2.coinmarketcap.com/static/img/coins/64x64/2861.png,GoChain,GO,22035351.12,22616219.11,0.01798,0.01996,0.01866,0.01928,3.33,367477.5,0.01944,356074.74,0.01616,0.0,1133314399.0,0.0,1163189396.0,-0.000349,0.02062,0.01895,0.02865,0.01638,0.02865,0.01638,0.04874,0.01638,0.09558,0.006853,0.1165,0.003994,"Jul 09, 2018","Mar 13, 2020",2022-01-26 21:34:55.038620,-1.7952674897119343
181,763,https://s2.coinmarketcap.com/static/img/coins/64x64/3.png,Namecoin,NMC,21757518.18,21757518.18,1.51,1.97,1.55,1.54,0.57,43030.98,1.48,15725.41,0.0007228,0.0,14736400.0,0.0,14736400.0,-0.1215,1.63,1.44,1.97,1.42,1.97,1.42,4.47,1.21,5.04,0.7073,16.3,0.1634,"Nov 28, 2013","Dec 20, 2016",2022-01-26 21:35:00.332637,-8.20945945945946
182,770,https://s2.coinmarketcap.com/static/img/coins/64x64/789.png,Nexus,NXS,21444187.62,23042286.4,0.2886,0.3073,0.3067,0.2957,3.6,676430.57,0.2954,656098.33,0.0306,0.0,72590307.0,78000000.0,72590307.0,0.0006347,0.3136,0.2906,0.3901,0.2591,0.3901,0.2591,0.7575,0.2591,4.44,0.2591,15.86,0.0007163,"Jan 06, 2018","Aug 29, 2015",2022-01-26 21:35:02.802909,0.21486120514556534
183,776,https://s2.coinmarketcap.com/static/img/coins/64x64/7105.png,Permission Coin,ASK,20639251.42,130234493.28,0.001299,0.001338,0.001302,0.001307,0.43,320494.93,0.001302,423641.86,0.02053,0.0,15847761140.0,0.0,100000000000.0,-2.417e-05,0.001336,0.001297,0.001414,0.001274,0.001652,0.001256,0.002538,0.001256,0.02496,0.0001649,0.02496,0.0001649,"Sep 21, 2021","Feb 04, 2021",2022-01-26 21:35:06.553432,-1.8563748079877114
184,787,https://s2.coinmarketcap.com/static/img/coins/64x64/1826.png,Particl,PART,19897127.23,19701102.51,1.65,1.99,1.75,1.98,12.98,26604.2,1.68,6262.07,0.0003147,0.0,11868162.0,0.0,11751238.0,-0.2794,1.98,1.64,1.99,1.28,1.99,1.28,3.31,1.28,4.36,0.5669,52.4,0.2244,"Jan 14, 2018","Mar 13, 2020",2022-01-26 21:35:08.924152,-16.63095238095238
185,794,https://s2.coinmarketcap.com/static/img/coins/64x64/8216.png,Electra Protocol,XEP,19206943.87,33186508.65,0.001061,0.001209,0.001139,0.001067,6.32,97566.59,0.001106,83966.74,0.004372,0.0,17362727787.0,30000000000.0,17764656765.0,-1.117e-05,0.001172,0.001055,0.0018,0.0007861,0.0018,0.0007861,0.002623,0.0006028,0.003643,0.000472,0.003643,0.000472,"Feb 06, 2021","Sep 30, 2021",2022-01-26 21:35:11.550107,-1.0099457504520797
186,802,https://s2.coinmarketcap.com/static/img/coins/64x64/4200.png,ChainX,PCX,18610609.58,32092857.82,1.29,1.52,1.31,1.47,12.6,762352.15,1.53,551235.21,0.02962,0.0,12177875.0,21000000.0,12177875.0,0.04393,1.55,1.46,1.95,1.25,1.95,1.25,5.44,1.22,17.57,1.22,19.73,0.5446,"Aug 27, 2020","Mar 13, 2020",2022-01-26 21:35:14.311633,2.871241830065359
187,808,https://s2.coinmarketcap.com/static/img/coins/64x64/99.png,Vertcoin,VTC,18003184.83,23870911.48,0.2565,0.3057,0.269,0.2973,10.5,346931.56,0.2842,163090.73,0.009059,0.0,63351897.0,84000000.0,63351897.0,-0.0009666,0.3007,0.2771,0.3777,0.2369,0.3777,0.2369,1.12,0.2369,4.2,0.1749,10.53,0.005343,"Dec 06, 2017","May 06, 2015",2022-01-26 21:35:16.962545,-0.34011259676284306
188,819,https://s2.coinmarketcap.com/static/img/coins/64x64/3756.png,#MetaHash,MHC,17237824.69,52093031.71,0.004983,0.006263,0.005081,0.005548,9.18,828397.45,0.005662,459123.15,0.02663,0.0,3044322473.0,9200000000.0,3214930179.0,0.0001351,0.005854,0.005343,0.006725,0.004662,0.006725,0.004662,0.01294,0.004662,0.05647,0.002929,0.106,0.001366,"Mar 22, 2019","Nov 01, 2020",2022-01-26 21:35:19.619759,2.3860826563051925
189,823,https://s2.coinmarketcap.com/static/img/coins/64x64/3709.png,Grin,GRIN,17079849.48,17079849.48,0.1725,0.1863,0.1809,0.179,1.02,4270379.33,0.1793,2597253.2,0.1521,0.0,95284080.0,0.0,95284080.0,-0.0002518,0.1969,0.1759,0.2547,0.1625,0.2547,0.1625,0.4976,0.1625,1.3,0.1625,14.87,0.1625,"Jan 28, 2019","Jan 22, 2022",2022-01-26 21:35:23.251048,-0.14043502509760178
190,827,https://s2.coinmarketcap.com/static/img/coins/64x64/3126.png,ProximaX,XPX,16765937.1,24746946.97,0.002604,0.002918,0.002754,0.002824,2.53,196336.02,0.00275,171063.25,0.0102,0.0,6097456550.0,0.0,9000000000.0,4.793e-05,0.003111,0.002653,0.004749,0.002248,0.004749,0.002248,0.006778,0.001035,0.006778,0.0005435,0.007203,0.0003824,"May 15, 2019","Mar 13, 2020",2022-01-26 21:35:26.099273,1.7429090909090907
191,833,https://s2.coinmarketcap.com/static/img/coins/64x64/4704.png,Banano,BAN,16514234.21,24075824.5,0.01202,0.01285,0.01245,0.01255,0.85,197004.01,0.01255,59815.66,0.003622,0.0,1316271384.0,0.0,1918969928.0,-0.0001698,0.01276,0.01245,0.01634,0.01048,0.01634,0.01048,0.05865,0.01048,0.05865,0.001231,0.05865,0.0001978,"Oct 30, 2021","Mar 13, 2020",2022-01-26 21:35:29.219419,-1.352988047808765
192,838,https://s2.coinmarketcap.com/static/img/coins/64x64/4752.png,CUTcoin,CUT,15861963.08,20557320.9,0.09518,0.1067,0.1067,0.0983,7.84,182.91,0.1028,0.0,0.0,0.0,154319361.0,200000000.0,158319361.0,0.00466,0.1077,0.09721,0.1452,0.09392,0.1452,0.09392,0.3151,0.09392,0.4204,0.03063,0.4204,0.004769,"Oct 20, 2021","Sep 11, 2020",2022-01-26 21:35:32.274116,4.533073929961089
193,840,https://s2.coinmarketcap.com/static/img/coins/64x64/1.png,Validity,VAL,15862519.55,31802137.11,3.19,3.51,3.3,3.43,3.94,292130.03,3.53,204130.29,0.01287,0.0,4489091.0,9000000.0,4495668.0,0.112,3.68,3.37,5.17,2.73,5.17,2.73,9.57,2.73,19.14,0.5919,21.73,0.001184,"Jan 10, 2018","Jan 22, 2016",2022-01-26 21:35:34.839533,3.1728045325779037
194,846,https://s2.coinmarketcap.com/static/img/coins/64x64/5.png,Peercoin,PPC,15532442.83,15532442.83,0.5409,0.5754,0.5607,0.574,2.37,7251.0,0.5677,9359.7,0.0006026,0.0,27359342.0,0.0,27359342.0,0.001377,0.5961,0.5618,0.6893,0.5166,0.6893,0.5166,2.15,0.5166,13.66,0.3252,13.66,0.09486,"Oct 08, 2021","Mar 13, 2020",2022-01-26 21:35:37.522826,0.24255768892020432
195,855,https://s2.coinmarketcap.com/static/img/coins/64x64/1903.png,HyperCash,HC,15192766.89,28314585.23,0.3283,0.3401,0.3368,0.3317,1.51,1297275.25,0.3371,740103.52,0.04871,0.0,45071909.0,84000000.0,45071909.0,0.005851,0.3488,0.3244,0.4131,0.3174,0.4131,0.3174,0.9204,0.3174,3.28,0.3174,43.17,0.3174,"Aug 27, 2017","Jan 24, 2022",2022-01-26 21:35:40.500864,1.7356867398398101
196,848,https://s2.coinmarketcap.com/static/img/coins/64x64/3850.png,OTOCASH,OTO,15469149.64,16093790.95,0.07501,0.2548,0.09434,0.07997,15.23,6967.85,0.4201,333.08,2.153e-05,0.0,36820604.0,0.0,38307413.0,0.2649,0.4201,0.07891,0.4201,0.07501,0.4201,0.07501,0.4201,0.06623,0.67,0.05543,1.25,0.02984,"Nov 23, 2019","May 09, 2019",2022-01-26 21:35:42.616164,63.056415139252564
197,858,https://s2.coinmarketcap.com/static/img/coins/64x64/1298.png,LBRY Credits,LBC,15123204.86,31439083.83,0.02791,0.02939,0.02928,0.02882,1.57,155112.67,0.02902,85675.59,0.005665,0.0,521054807.0,1083202000.0,705211760.0,0.0004709,0.02993,0.02795,0.03636,0.02756,0.03636,0.02756,0.07965,0.02756,0.5253,0.01241,2.5,0.00511,"Jul 14, 2016","Mar 16, 2020",2022-01-26 21:35:50.684040,1.6226740179186767
198,859,https://s2.coinmarketcap.com/static/img/coins/64x64/1492.png,Obyte,GBYTE,15025711.48,18779918.92,17.32,19.09,17.46,18.84,7.87,24507.22,18.78,20780.13,0.001383,0.0,800095.0,1000000.0,1000000.0,-0.0355,19.55,18.43,19.55,14.38,19.55,14.38,72.35,14.38,161.41,14.38,1195.99,6.81,"Jan 13, 2018","Dec 29, 2016",2022-01-26 21:35:53.491634,-0.1890308839190628
199,876,https://s2.coinmarketcap.com/static/img/coins/64x64/3407.png,Ondori,RSTR,14041688.49,16323401.54,0.0003578,0.0003744,0.0003665,0.0003695,0.82,0.0,0.0003718,0.0,0.0,0.0,37766847790.0,0.0,43903795597.0,4.036e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Jan 01, 2000","Jan 01, 2000",2022-01-26 21:35:56.590740,1.085529854760624
