,rank,image,name,company,marketCap,fullyDilutedMarketCap,yesterday_low,yesterday_high,yesterday_open,yesterday_close,yesterday_change,yesterday_volume,price,volume_24h,volume24hInMarketCap,dominance,circulatingSupply,maxSupplyValue,totalSupplyValue,price_change_24h,high_24h,low_24h,high_7d,low_7d,high_30d,low_30d,high_90d,low_90d,high_52w,low_52w,high_all_time,low_all_time,high_all_time_date,low_all_time_date,date
153,593,https://s2.coinmarketcap.com/static/img/coins/64x64/2992.png,Apollo Currency,APL,"$40,305,071.74","$40,305,071.74",$0.001877,$0.00213,$0.002075,$0.001919,7.51%,"$3,029,686.61",$0.001904,"$2,934,041.36",0.0728,0.00%,"21,165,096,531",No,"21,165,096,531",$-0.00001381,$0.002012,$0.001886,$0.002603,$0.001877,$0.002603,$0.001877,$0.004124,$0.00178,$0.009948,$0.0007979,$0.05699,$0.0002459,"Nov 22, 2020","Nov 23, 2020",2022-01-26 21:33:38.638057
154,608,https://s2.coinmarketcap.com/static/img/coins/64x64/2092.png,NULS,NULS,"$38,233,332.81","$80,595,666.58",$0.3508,$0.3826,$0.3805,$0.3603,5.32%,"$13,828,912.45",$0.3838,"$14,969,534.08",0.3915,0.00%,"99,620,739","210,000,000","111,697,638",$0.0227,$0.413,$0.3567,$0.5711,$0.3148,$0.5711,$0.3148,$1.90,$0.3148,$2.03,$0.2763,$8.54,$0.0948,"Jan 10, 2018","Oct 28, 2017",2022-01-26 21:33:41.489529
155,604,https://s2.coinmarketcap.com/static/img/coins/64x64/5031.png,MimbleWimbleCoin,MWC,"$38,553,517.83","$71,311,445.68",$3.19,$3.63,$3.27,$3.30,0.77%,"$147,036.67",$3.57,"$104,459.65",0.002709,NaN,"10,812,715","20,000,000","10,812,715",$-0.01828,$3.77,$3.26,$6.80,$2.86,$6.80,$2.86,$10.21,$2.86,$25.47,$2.66,$32.49,$2.37,"Feb 25, 2020","Dec 12, 2020",2022-01-26 21:33:44.083593
156,616,https://s2.coinmarketcap.com/static/img/coins/64x64/2941.png,CoinEx Token,CET,"$36,354,872.97",NaN,$0.0481,$0.05032,$0.04884,$0.05032,3.02%,"$960,979.50",$0.0513,"$1,218,377.74",0.03351,NaN,"708,633,582",No,"5,817,096,877",$0.001717,$0.05276,$0.04952,$0.06403,$0.04526,$0.06403,$0.04526,$0.1208,$0.04526,$0.1459,$0.009723,$0.1459,$0.003805,"May 12, 2021","Dec 07, 2018",2022-01-26 21:33:46.958775
157,631,https://s2.coinmarketcap.com/static/img/coins/64x64/4078.png,Super Zero Protocol,SERO,"$34,945,883.76","$66,101,095.86",$0.1006,$0.1058,$0.1007,$0.1027,2.04%,"$477,824.29",$0.1021,"$379,902.54",0.01087,0.00%,"342,245,953","647,367,590","625,988,931",$0.0001716,$0.1043,$0.1016,$0.1105,$0.09572,$0.1105,$0.09572,$0.1644,$0.08639,$0.4397,$0.08639,$0.4397,$0.02999,"Apr 10, 2021","Mar 13, 2020",2022-01-26 21:33:49.954374
158,634,https://s2.coinmarketcap.com/static/img/coins/64x64/5049.png,VerusCoin,VRSC,"$34,578,216.93","$43,429,726.30",$0.4845,$0.5805,$0.5247,$0.5309,1.18%,"$28,459.28",$0.5199,"$15,908.71",0.0004601,NaN,"66,513,673","83,540,184","66,513,673",$-0.05738,$0.5786,$0.5096,$0.6951,$0.4565,$0.6951,$0.4565,$1.23,$0.4565,$3.42,$0.2246,$3.42,$0.04129,"Apr 26, 2021","Jan 23, 2021",2022-01-26 21:33:53.182754
159,637,https://s2.coinmarketcap.com/static/img/coins/64x64/3702.png,Beam,BEAM,"$33,889,872.59","$83,788,154.35",$0.296,$0.3157,$0.3127,$0.311,0.55%,"$5,189,516.40",$0.3188,"$3,821,278.41",0.1128,0.00%,"106,294,960","262,800,000","106,294,960",$0.007188,$0.3374,$0.3058,$0.4525,$0.2712,$0.4525,$0.2712,$1.31,$0.2712,$2.07,$0.2712,$3.18,$0.1483,"Jan 28, 2019","Mar 13, 2020",2022-01-26 21:33:55.668631
160,637,https://s2.coinmarketcap.com/static/img/coins/64x64/372.png,Bytecoin,BCN,"$33,608,147.29","$33,681,760.97",$0.000172,$0.0001839,$0.0001817,$0.000175,3.68%,"$52,489.62",$0.0001826,"$43,618.91",0.001298,NaN,"184,066,828,814","184,470,000,000","184,066,828,814",$0.000006253,$0.0001924,$0.0001704,$0.000332,$0.0001704,$0.000332,$0.0001704,$0.001445,$0.0001704,$0.01192,$0.0001466,$0.03013,$0.00000561,"May 08, 2018","Nov 29, 2014",2022-01-26 21:33:58.163298
161,641,https://s2.coinmarketcap.com/static/img/coins/64x64/1700.png,Aeternity,AE,"$33,103,843.99","$50,729,184.75",$0.07784,$0.1003,$0.08929,$0.08877,0.58%,"$1,939,197.70",$0.09459,"$4,320,668.50",0.1305,0.00%,"349,972,378","536,306,702","395,793,321",$-0.004522,$0.1011,$0.08209,$0.11,$0.07734,$0.11,$0.07734,$0.2677,$0.07734,$0.5318,$0.07532,$5.86,$0.0545,"Apr 29, 2018","Mar 13, 2020",2022-01-26 21:34:00.779402
162,641,https://s2.coinmarketcap.com/static/img/coins/64x64/5115.png,TerraKRW,KRT,"$32,801,912.93","$32,802,529.70",$0.0008448,$0.000856,$0.0008459,$0.0008463,0.05%,"$34,848.25",$0.0008459,"$72,013.01",0.002195,NaN,"38,776,593,376",No,"38,777,322,485",$-0.0000004669,$0.000859,$0.0008416,$0.0008691,$0.0007536,$0.0008691,$0.0007536,$0.00125,$0.00007199,$0.00125,$0.00007199,$0.003216,$0.00007199,"Jan 03, 2021","Nov 10, 2021",2022-01-26 21:34:03.206949
163,647,https://s2.coinmarketcap.com/static/img/coins/64x64/1107.png,PAC Protocol,PAC,"$32,086,161.14","$99,965,848.57",$0.001972,$0.002248,$0.002171,$0.002051,5.55%,"$178,329.69",$0.001999,"$229,608.06",0.007156,0.00%,"16,048,561,386","50,000,000,000","16,023,129,470",$-0.000168,$0.002194,$0.001946,$0.002674,$0.001822,$0.002674,$0.001822,$0.006485,$0.001822,$0.01909,$0.0004555,$0.01909,$0.000000002312,"Mar 24, 2021","Sep 17, 2016",2022-01-26 21:34:05.782182
164,666,https://s2.coinmarketcap.com/static/img/coins/64x64/3704.png,v.systems,VSYS,"$30,308,385.94","$53,883,773.07",$0.0115,$0.01277,$0.01202,$0.01215,1.06%,"$1,986,722.97",$0.01226,"$942,680.28",0.0311,0.00%,"2,472,980,292",No,"4,396,588,756",$0.00009791,$0.01277,$0.01197,$0.01651,$0.01116,$0.01651,$0.01116,$0.02671,$0.01116,$0.07301,$0.01116,$0.2975,$0.01116,"Jul 29, 2019","Jan 24, 2022",2022-01-26 21:34:08.739814
165,683,https://s2.coinmarketcap.com/static/img/coins/64x64/6641.png,AhaToken,AHT,"$28,750,146.31","$92,156,291.50",$0.007889,$0.008444,$0.008434,$0.008354,0.94%,"$864,883.94",$0.008777,"$5,394,944.62",0.1876,0.00%,"3,275,701,868","10,500,000,000","7,773,367,076",$0.0004606,$0.009439,$0.008145,$0.01092,$0.007556,$0.01092,$0.007556,$0.02337,$0.007556,$0.03368,$0.003568,$0.03368,$0.003568,"Oct 09, 2021","Jun 22, 2021",2022-01-26 21:34:11.090095
166,682,https://s2.coinmarketcap.com/static/img/coins/64x64/5274.png,Edgeware,EDG,"$28,799,764.79","$32,101,187.26",$0.004163,$0.005037,$0.004188,$0.004686,11.88%,"$1,295,948.01",$0.004824,"$1,747,524.59",0.06068,0.00%,"5,970,131,015",No,"6,654,508,990",$0.0001137,$0.005303,$0.004595,$0.006407,$0.003691,$0.006407,$0.003691,$0.03893,$0.003691,$0.0562,$0.003691,$0.0562,$0.001383,"Mar 30, 2021","Mar 13, 2020",2022-01-26 21:34:13.831901
167,701,https://s2.coinmarketcap.com/static/img/coins/64x64/2346.png,WaykiChain,WICC,"$27,394,806.17","$27,394,806.17",$0.1293,$0.1392,$0.1325,$0.1324,0.05%,"$3,392,604.71",$0.1305,"$1,084,345.08",0.03958,0.00%,"210,000,000",No,"210,000,000",$-0.002544,$0.1375,$0.1301,$0.1726,$0.1222,$0.1726,$0.1222,$0.423,$0.1222,$0.6962,$0.1079,$2.85,$0.09286,"May 06, 2018","Dec 07, 2018",2022-01-26 21:34:16.717185
168,698,https://s2.coinmarketcap.com/static/img/coins/64x64/2748.png,Oxen,OXEN,"$27,485,470.36","$27,485,470.36",$0.4596,$0.4971,$0.4786,$0.4627,3.33%,"$156,619.11",$0.4833,"$97,025.46",0.00353,0.00%,"56,873,665",No,"56,873,665",$0.02104,$0.5008,$0.4596,$0.6047,$0.4464,$0.6047,$0.4464,$1.25,$0.4464,$2.35,$0.4464,$2.35,$0.1006,"Apr 22, 2021","Jun 26, 2019",2022-01-26 21:34:21.244860
169,711,https://s2.coinmarketcap.com/static/img/coins/64x64/1.png,POA Network,POA,"$26,664,553.09","$26,664,553.09",$0.01034,$0.08784,$0.01049,$0.06703,539.24%,$13.51,$0.0904,$12.21,0.00000046,0.00%,"294,965,004",No,"294,965,004",$0.02286,$0.09392,$0.06659,$0.1155,$0.01034,$0.1155,$0.01034,$1.87,$0.00001688,$1.87,$0.00001688,$1.87,$0.00001688,"Jan 12, 2022","Jan 12, 2022",2022-01-26 21:34:23.906206
170,706,https://s2.coinmarketcap.com/static/img/coins/64x64/8245.png,Hydra,HYDRA,"$27,043,663.73","$121,460,258.04",$6.45,$7.22,$6.66,$6.76,1.42%,"$863,691.35",$7.01,"$685,634.77",0.02535,0.00%,"3,858,584",No,"17,329,923",$-0.0293,$7.13,$6.70,$9.86,$6.36,$9.86,$6.36,$18.47,$6.36,$52.18,$1.40,$52.18,$1.40,"Apr 03, 2021","Feb 02, 2021",2022-01-26 21:34:28.182801
171,710,https://s2.coinmarketcap.com/static/img/coins/64x64/5524.png,TNC Coin,TNC,"$26,758,807.66","$899,645,848.23",$0.004424,$0.005985,$0.00578,$0.004583,20.71%,"$1,391,789.29",$0.004573,"$1,377,222.43",0.05147,NaN,"5,851,183,164",No,"196,719,999,947",$0.00004755,$0.005784,$0.004085,$0.008542,$0.003691,$0.008542,$0.003691,$0.01752,$0.002416,$0.04973,$0.002358,$0.3202,$0.002358,"May 13, 2020","Oct 27, 2021",2022-01-26 21:34:30.588811
172,712,https://s2.coinmarketcap.com/static/img/coins/64x64/118.png,ReddCoin,RDD,"$26,754,823.07","$26,754,823.07",$0.000726,$0.001089,$0.0008209,$0.0007421,9.6%,"$61,379.49",$0.0008802,"$37,890.83",0.001416,0.00%,"30,397,274,955",No,"30,397,274,955",$0.0001389,$0.0008902,$0.0007321,$0.001165,$0.0006305,$0.001165,$0.0006305,$0.003469,$0.0006305,$0.01299,$0.0006305,$0.03239,$0.000006036,"Jan 07, 2018","May 19, 2015",2022-01-26 21:34:33.085255
173,728,https://s2.coinmarketcap.com/static/img/coins/64x64/2937.png,VITE,VITE,"$25,131,776.65","$51,934,316.05",$0.04777,$0.05,$0.04924,$0.04934,0.21%,"$3,324,740.03",$0.05033,"$3,315,608.13",0.1319,0.00%,"499,372,765",No,"1,031,943,875",$0.001028,$0.05255,$0.04847,$0.071,$0.04497,$0.071,$0.04497,$0.1566,$0.04497,$0.3486,$0.01961,$0.3486,$0.005328,"Apr 10, 2021","Mar 13, 2020",2022-01-26 21:34:36.477707
174,731,https://s2.coinmarketcap.com/static/img/coins/64x64/3481.png,Peony,PNY,"$24,917,856.10","$279,977,239.74",$0.1899,$0.2265,$0.2053,$0.2214,7.85%,"$62,521.87",$0.2333,"$147,301.42",0.005911,0.00%,"106,799,493","1,200,000,000","106,799,493",$0.02612,$0.258,$0.2018,$0.3029,$0.1118,$0.3029,$0.1118,$1.39,$0.1118,$1.39,$0.006202,$1.39,$0.0002125,"Dec 22, 2021","Feb 20, 2019",2022-01-26 21:34:38.963736
175,736,https://s2.coinmarketcap.com/static/img/coins/64x64/3853.png,MultiVAC,MTV,"$23,936,197.94","$66,723,537.77",$0.006482,$0.007247,$0.00692,$0.006909,0.17%,"$2,898,926.82",$0.006672,"$4,104,057.93",0.1715,0.00%,"3,587,369,426",No,"10,000,000,000",$-0.0004349,$0.007787,$0.006502,$0.01007,$0.005747,$0.01007,$0.005747,$0.02804,$0.005747,$0.02917,$0.0002579,$0.02917,$0.0001476,"Oct 27, 2021","Mar 13, 2020",2022-01-26 21:34:42.882324
176,739,https://s2.coinmarketcap.com/static/img/coins/64x64/5435.png,Epic Cash,EPIC,"$23,696,109.22","$36,547,239.37",$1.66,$1.92,$1.92,$1.90,1.45%,"$31,140.81",$1.74,"$11,955.46",0.0005045,NaN,"13,615,756","21,000,000","13,615,756",$0.03925,$1.91,$1.74,$2.18,$1.30,$2.18,$1.30,$6.76,$1.30,$6.76,$0.07146,$6.76,$0.01249,"Dec 11, 2021","Apr 13, 2020",2022-01-26 21:34:45.626312
177,740,https://s2.coinmarketcap.com/static/img/coins/64x64/2916.png,Nimiq,NIM,"$23,841,551.51","$56,485,110.26",$0.002562,$0.002778,$0.0026,$0.002675,2.87%,"$871,472.75",$0.00269,"$1,109,002.94",0.04652,0.00%,"8,863,797,547","21,000,000,000","9,478,047,547",$-0.0000002988,$0.002817,$0.002643,$0.003951,$0.00246,$0.003951,$0.00246,$0.01713,$0.00246,$0.01713,$0.00246,$0.0347,$0.0002834,"Jul 29, 2018","Jan 02, 2020",2022-01-26 21:34:47.986002
178,782,https://s2.coinmarketcap.com/static/img/coins/64x64/132.png,Counterparty,XCP,"$20,470,434.55","$20,470,434.55",$6.25,$8.96,$8.81,$8.93,1.4%,"$69,998.45",$7.83,"$96,774.52",0.004728,0.00%,"2,613,892",No,"2,613,892",$-0.562,$9.13,$7.83,$11.15,$6.25,$11.15,$6.25,$22.58,$3.63,$35.71,$0.706,$103.20,$0.4131,"Jan 11, 2018","Jan 12, 2016",2022-01-26 21:34:50.384013
179,758,https://s2.coinmarketcap.com/static/img/coins/64x64/1169.png,PIVX,PIVX,"$22,291,037.69","$22,291,037.69",$0.3228,$0.3438,$0.3325,$0.3352,0.82%,"$180,746.94",$0.3269,"$208,988.07",0.009375,0.00%,"68,185,394",No,"68,185,394",$-0.007031,$0.3418,$0.3264,$0.4379,$0.2821,$0.4379,$0.2821,$0.9938,$0.2821,$4.66,$0.2821,$14.56,$0.000422,"Jan 23, 2018","Feb 16, 2016",2022-01-26 21:34:52.689457
180,761,https://s2.coinmarketcap.com/static/img/coins/64x64/2861.png,GoChain,GO,"$22,035,351.12","$22,616,219.11",$0.01798,$0.01996,$0.01866,$0.01928,3.33%,"$367,477.50",$0.01944,"$356,074.74",0.01616,0.00%,"1,133,314,399",No,"1,163,189,396",$-0.000349,$0.02062,$0.01895,$0.02865,$0.01638,$0.02865,$0.01638,$0.04874,$0.01638,$0.09558,$0.006853,$0.1165,$0.003994,"Jul 09, 2018","Mar 13, 2020",2022-01-26 21:34:55.038620
181,763,https://s2.coinmarketcap.com/static/img/coins/64x64/3.png,Namecoin,NMC,"$21,757,518.18","$21,757,518.18",$1.51,$1.97,$1.55,$1.54,0.57%,"$43,030.98",$1.48,"$15,725.41",0.0007228,NaN,"14,736,400",No,"14,736,400",$-0.1215,$1.63,$1.44,$1.97,$1.42,$1.97,$1.42,$4.47,$1.21,$5.04,$0.7073,$16.30,$0.1634,"Nov 28, 2013","Dec 20, 2016",2022-01-26 21:35:00.332637
182,770,https://s2.coinmarketcap.com/static/img/coins/64x64/789.png,Nexus,NXS,"$21,444,187.62","$23,042,286.40",$0.2886,$0.3073,$0.3067,$0.2957,3.6%,"$676,430.57",$0.2954,"$656,098.33",0.0306,0.00%,"72,590,307","78,000,000","72,590,307",$0.0006347,$0.3136,$0.2906,$0.3901,$0.2591,$0.3901,$0.2591,$0.7575,$0.2591,$4.44,$0.2591,$15.86,$0.0007163,"Jan 06, 2018","Aug 29, 2015",2022-01-26 21:35:02.802909
183,776,https://s2.coinmarketcap.com/static/img/coins/64x64/7105.png,Permission Coin,ASK,"$20,639,251.42","$130,234,493.28",$0.001299,$0.001338,$0.001302,$0.001307,0.43%,"$320,494.93",$0.001302,"$423,641.86",0.02053,0.00%,"15,847,761,140",No,"100,000,000,000",$-0.00002417,$0.001336,$0.001297,$0.001414,$0.001274,$0.001652,$0.001256,$0.002538,$0.001256,$0.02496,$0.0001649,$0.02496,$0.0001649,"Sep 21, 2021","Feb 04, 2021",2022-01-26 21:35:06.553432
184,787,https://s2.coinmarketcap.com/static/img/coins/64x64/1826.png,Particl,PART,"$19,897,127.23","$19,701,102.51",$1.65,$1.99,$1.75,$1.98,12.98%,"$26,604.20",$1.68,"$6,262.07",0.0003147,0.00%,"11,868,162",No,"11,751,238",$-0.2794,$1.98,$1.64,$1.99,$1.28,$1.99,$1.28,$3.31,$1.28,$4.36,$0.5669,$52.40,$0.2244,"Jan 14, 2018","Mar 13, 2020",2022-01-26 21:35:08.924152
185,794,https://s2.coinmarketcap.com/static/img/coins/64x64/8216.png,Electra Protocol,XEP,"$19,206,943.87","$33,186,508.65",$0.001061,$0.001209,$0.001139,$0.001067,6.32%,"$97,566.59",$0.001106,"$83,966.74",0.004372,0.00%,"17,362,727,787","30,000,000,000","17,764,656,765",$-0.00001117,$0.001172,$0.001055,$0.0018,$0.0007861,$0.0018,$0.0007861,$0.002623,$0.0006028,$0.003643,$0.000472,$0.003643,$0.000472,"Feb 06, 2021","Sep 30, 2021",2022-01-26 21:35:11.550107
186,802,https://s2.coinmarketcap.com/static/img/coins/64x64/4200.png,ChainX,PCX,"$18,610,609.58","$32,092,857.82",$1.29,$1.52,$1.31,$1.47,12.6%,"$762,352.15",$1.53,"$551,235.21",0.02962,NaN,"12,177,875","21,000,000","12,177,875",$0.04393,$1.55,$1.46,$1.95,$1.25,$1.95,$1.25,$5.44,$1.22,$17.57,$1.22,$19.73,$0.5446,"Aug 27, 2020","Mar 13, 2020",2022-01-26 21:35:14.311633
187,808,https://s2.coinmarketcap.com/static/img/coins/64x64/99.png,Vertcoin,VTC,"$18,003,184.83","$23,870,911.48",$0.2565,$0.3057,$0.269,$0.2973,10.5%,"$346,931.56",$0.2842,"$163,090.73",0.009059,0.00%,"63,351,897","84,000,000","63,351,897",$-0.0009666,$0.3007,$0.2771,$0.3777,$0.2369,$0.3777,$0.2369,$1.12,$0.2369,$4.20,$0.1749,$10.53,$0.005343,"Dec 06, 2017","May 06, 2015",2022-01-26 21:35:16.962545
188,819,https://s2.coinmarketcap.com/static/img/coins/64x64/3756.png,#MetaHash,MHC,"$17,237,824.69","$52,093,031.71",$0.004983,$0.006263,$0.005081,$0.005548,9.18%,"$828,397.45",$0.005662,"$459,123.15",0.02663,0.00%,"3,044,322,473","9,200,000,000","3,214,930,179",$0.0001351,$0.005854,$0.005343,$0.006725,$0.004662,$0.006725,$0.004662,$0.01294,$0.004662,$0.05647,$0.002929,$0.106,$0.001366,"Mar 22, 2019","Nov 01, 2020",2022-01-26 21:35:19.619759
189,823,https://s2.coinmarketcap.com/static/img/coins/64x64/3709.png,Grin,GRIN,"$17,079,849.48","$17,079,849.48",$0.1725,$0.1863,$0.1809,$0.179,1.02%,"$4,270,379.33",$0.1793,"$2,597,253.20",0.1521,0.00%,"95,284,080",No,"95,284,080",$-0.0002518,$0.1969,$0.1759,$0.2547,$0.1625,$0.2547,$0.1625,$0.4976,$0.1625,$1.30,$0.1625,$14.87,$0.1625,"Jan 28, 2019","Jan 22, 2022",2022-01-26 21:35:23.251048
190,827,https://s2.coinmarketcap.com/static/img/coins/64x64/3126.png,ProximaX,XPX,"$16,765,937.10","$24,746,946.97",$0.002604,$0.002918,$0.002754,$0.002824,2.53%,"$196,336.02",$0.00275,"$171,063.25",0.0102,0.00%,"6,097,456,550",No,"9,000,000,000",$0.00004793,$0.003111,$0.002653,$0.004749,$0.002248,$0.004749,$0.002248,$0.006778,$0.001035,$0.006778,$0.0005435,$0.007203,$0.0003824,"May 15, 2019","Mar 13, 2020",2022-01-26 21:35:26.099273
191,833,https://s2.coinmarketcap.com/static/img/coins/64x64/4704.png,Banano,BAN,"$16,514,234.21","$24,075,824.50",$0.01202,$0.01285,$0.01245,$0.01255,0.85%,"$197,004.01",$0.01255,"$59,815.66",0.003622,NaN,"1,316,271,384",No,"1,918,969,928",$-0.0001698,$0.01276,$0.01245,$0.01634,$0.01048,$0.01634,$0.01048,$0.05865,$0.01048,$0.05865,$0.001231,$0.05865,$0.0001978,"Oct 30, 2021","Mar 13, 2020",2022-01-26 21:35:29.219419
192,838,https://s2.coinmarketcap.com/static/img/coins/64x64/4752.png,CUTcoin,CUT,"$15,861,963.08","$20,557,320.90",$0.09518,$0.1067,$0.1067,$0.0983,7.84%,$182.91,$0.1028,NaN,No Data,NaN,"154,319,361","200,000,000","158,319,361",$0.00466,$0.1077,$0.09721,$0.1452,$0.09392,$0.1452,$0.09392,$0.3151,$0.09392,$0.4204,$0.03063,$0.4204,$0.004769,"Oct 20, 2021","Sep 11, 2020",2022-01-26 21:35:32.274116
193,840,https://s2.coinmarketcap.com/static/img/coins/64x64/1.png,Validity,VAL,"$15,862,519.55","$31,802,137.11",$3.19,$3.51,$3.30,$3.43,3.94%,"$292,130.03",$3.53,"$204,130.29",0.01287,0.00%,"4,489,091","9,000,000","4,495,668",$0.112,$3.68,$3.37,$5.17,$2.73,$5.17,$2.73,$9.57,$2.73,$19.14,$0.5919,$21.73,$0.001184,"Jan 10, 2018","Jan 22, 2016",2022-01-26 21:35:34.839533
194,846,https://s2.coinmarketcap.com/static/img/coins/64x64/5.png,Peercoin,PPC,"$15,532,442.83","$15,532,442.83",$0.5409,$0.5754,$0.5607,$0.574,2.37%,"$7,251.00",$0.5677,"$9,359.70",0.0006026,0.00%,"27,359,342",No,"27,359,342",$0.001377,$0.5961,$0.5618,$0.6893,$0.5166,$0.6893,$0.5166,$2.15,$0.5166,$13.66,$0.3252,$13.66,$0.09486,"Oct 08, 2021","Mar 13, 2020",2022-01-26 21:35:37.522826
195,855,https://s2.coinmarketcap.com/static/img/coins/64x64/1903.png,HyperCash,HC,"$15,192,766.89","$28,314,585.23",$0.3283,$0.3401,$0.3368,$0.3317,1.51%,"$1,297,275.25",$0.3371,"$740,103.52",0.04871,0.00%,"45,071,909","84,000,000","45,071,909",$0.005851,$0.3488,$0.3244,$0.4131,$0.3174,$0.4131,$0.3174,$0.9204,$0.3174,$3.28,$0.3174,$43.17,$0.3174,"Aug 27, 2017","Jan 24, 2022",2022-01-26 21:35:40.500864
196,848,https://s2.coinmarketcap.com/static/img/coins/64x64/3850.png,OTOCASH,OTO,"$15,469,149.64","$16,093,790.95",$0.07501,$0.2548,$0.09434,$0.07997,15.23%,"$6,967.85",$0.4201,$333.08,0.00002153,NaN,"36,820,604",No,"38,307,413",$0.2649,$0.4201,$0.07891,$0.4201,$0.07501,$0.4201,$0.07501,$0.4201,$0.06623,$0.67,$0.05543,$1.25,$0.02984,"Nov 23, 2019","May 09, 2019",2022-01-26 21:35:42.616164
197,858,https://s2.coinmarketcap.com/static/img/coins/64x64/1298.png,LBRY Credits,LBC,"$15,123,204.86","$31,439,083.83",$0.02791,$0.02939,$0.02928,$0.02882,1.57%,"$155,112.67",$0.02902,"$85,675.59",0.005665,0.00%,"521,054,807","1,083,202,000","705,211,760",$0.0004709,$0.02993,$0.02795,$0.03636,$0.02756,$0.03636,$0.02756,$0.07965,$0.02756,$0.5253,$0.01241,$2.50,$0.00511,"Jul 14, 2016","Mar 16, 2020",2022-01-26 21:35:50.684040
198,859,https://s2.coinmarketcap.com/static/img/coins/64x64/1492.png,Obyte,GBYTE,"$15,025,711.48","$18,779,918.92",$17.32,$19.09,$17.46,$18.84,7.87%,"$24,507.22",$18.78,"$20,780.13",0.001383,0.00%,"800,095","1,000,000","1,000,000",$-0.0355,$19.55,$18.43,$19.55,$14.38,$19.55,$14.38,$72.35,$14.38,$161.41,$14.38,"$1,195.99",$6.81,"Jan 13, 2018","Dec 29, 2016",2022-01-26 21:35:53.491634
199,876,https://s2.coinmarketcap.com/static/img/coins/64x64/3407.png,Ondori,RSTR,"$14,041,688.49","$16,323,401.54",$0.0003578,$0.0003744,$0.0003665,$0.0003695,0.82%,No Data,$0.0003718,NaN,No Data,0.00%,"37,766,847,790",No,"43,903,795,597",$0.000004036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Jan 01, 2000","Jan 01, 2000",2022-01-26 21:35:56.590740
